title,company,district,classification,work-type,description
Brand Partner Specialist - Territory (Data & AI),IBM China / Hong Kong Ltd,Hong Kong,New Business Development (Sales),Full time,"The Software Solutions Brand Sales is responsible for developing solutions that address our client’s business needs and deliver client value, technical knowledge with integrated products knowledge is crucial. The Software Solutions Brand Sales will work to create solutions which are tailored to client’s business needs and integrate the capabilities in a way that is valued by the customer and superior to the competition through technical viewpoint. In this role, it is essential to be able to apply industry specific knowledge and experience to bring new business and technology insights to assigned clients, selling with technical capability on basic architectural view. Furthermore, you will work together with IBM partners and external system integration providers for selling software solutions by leveraging different approach of cold calling, digital marketing campaigns or any other innovative ways.Major Responsibilities:• Sell DataAI & Automation solutions with technical skillset.• Territory / pipeline management• Opportunity identification• Lead Proof of Concepts, demonstrations, client workshops and presentations• Quotes / pricing, and other proposal development activities"
Data Analyst/ Data Engineer,Ikas International (Asia) Limited,"Wan Chai, Wan Chai District",Engineering - Software (Information & Communication Technology),Contract/Temp,"Our client is a young and dynamic insurance firm looking for a Data Analyst and a Data Engineer for their development team.Responsibilities:Utilize statistical techniques, data mining methods, and data visualization tools to analyze large datasets, uncovering patterns, trends, and actionable insights.Interpret analytical findings and transform them into practical recommendations for business decision-makers.Create reports, dashboards, and visualizations that clearly communicate the outcomes of your analysis to management and other key stakeholders.Build and manage detailed dashboards, reports, and data visualizations that track financial performance, operational KPIs, and market trends.Architect and develop data models to monitor and report on business performance.Design, implement, and troubleshoot ETL (Extract, Transform, Load) processes.Requirements:Bachelor's degree in Computer Science, Data Science, Information Technology, or a related field.Exceptional analytical skills with a strong intuition for data; proficiency in tools such as PowerBI, Python, APIs, Tableau, and SQL is highly desirable.Demonstrated expertise in statistical analysis, data modeling, ETL frameworks, data visualization software, SQL, and database management.Practical experience in developing and maintaining application systems for regulatory reporting.Familiarity with cloud platforms, particularly Azure Cloud Platform, is a plus.Strong team collaboration skills with the ability to handle large volumes of data accurately and meet tight deadlines.If you think this is a great opportunity for you don't hesitate to apply below!"
(Senior) Data Engineer – (Prominent International Firm),Acton Consulting Limited,Hong Kong,Database Development & Administration (Information & Communication Technology),Full time,"Our client is a leading conglomerate with strong presence in the APAC region. They are now looking for data science talents to join our dynamic and rapidly expanding front office team. The job offers excellent opportunity for candidates to develop his/her career in IT Industry.(Senior) Data Engineer – (Prominent International Firm)Responsibilities:Develop new applications using existing data sets to create new products or improve services.Maintain existing applications by updating existing code or adding new features.Recognize and translate business needs into practical data engineering solutions.Ensure data quality and integrity, applying robust database concepts and data modelling expertise.Communicate with cross-functional teams to recognize business needs and fulfill different project demandRequirements:Diploma or degree in Data Engineering, Computer Science, Statistics or related field.Minimum 1 year of experience in ETL / pipeline or any data platformsSolid Experience in Visualization and SQL is necessary.Knowledge in Data Integration, Cloud Technologies and Cloud Integration is preferred but not a MUSTSelf-initiated and have a strong drive to learnGood analytical, problem-solving and communication skills and disciplinedGood command in Cantonese and EnglishInterested parties please send full resume in MS WORD format stating current salary, expected salary and availability to us for details.WebSite: www.ActonCL.comAll information received will be kept in strict confidence and only for employment-related purposes."
Data Analyst (Bank),PERSOLKELLY Hong Kong Limited,"Central, Central and Western District",Business/Systems Analysts (Information & Communication Technology),Full time,"Our client is a leading bank that provides full range of services in consumer, SME and corporate banking activities. They are looking for a Data Analyst to join their Front Office team.Responsibilities:Analyze business performance through data analytics using client & transaction data, investment insights, and other data sourcesPrepare insightful reports, enabling informed decision makingDesign data visualizations to communicate insights to stakeholdersCreate forward-thinking forecasts based on machine-learning modelsSupport business strategy planning, budget compilation and management presentations.Requirements:3-5 years of hands-on working experience in big data analysisKnowledge of financial market products and derivatives is a plusProficiency in interpreting and developing data models (experience inPython and Tableauis highly preferred)Ability to work independently and collaborate in a team settingEducational background in mathematics, statistics, computer science, physics, engineering, and other quantitative disciplines preferredPERSOLKELLY Hong Kong Limited: Employment Agency License No. 75536PERSOL Hong Kong: Employment Agency License No. 75503"
Assistant Software Engineer (Data Management/Data Analytics),IT Channel (Asia) Limited,"Tsim Sha Tsui, Yau Tsim Mong District",Engineering - Software (Information & Communication Technology),Full time,"About usIT Channel is a local Solutions Integrator company founded in 2003 providing and delivering sophisticated technology solutions to multinational corporations and local enterprises. To cope with our expanding business, we are looking for high calibre professionals joining our professional services team. If you believe yourself a confident professional willing to take challenges, send us your resume.Qualifications & experienceDegree holder in Computer Science, Information Systems, or equivalent combination of educationRelevant working experience in data analytics, data management domains will be an advantage. Fresh graduates also welcomed.Good concept and foundation skills on software development or data analytics domainSQL development experience is essentialStrong enthusiasm in taking up new technologiesSelf-motivated and good problem-solving skillsQuality and achievement orientedYou will have an advantage if you have knowledge in Data Visualization, Big Data, Business Intelligence, Data Warehouse and Data ManagementTasks & responsibilitiesPrimarily performing technical development tasks in projectsDevelop technical solutions using different technologies to meet agreed requirementsPrepare technical and functional specifications documentProvide technical and functional consultancy to clientsMeet and work with clients to collect business requirementsBenefits5 days' work weekMedical Expenses ClaimBirthday LeaveFlexible working hours"
Data Scientist,UDomain Web Hosting Co Ltd,"Kwun Tong, Kwun Tong District",Database Development & Administration (Information & Communication Technology),Full time,"We are a professional IT solutions company and passionate about the latest technology (e.g. AI chat) and keep learning and experiment with pioneer projects. We provide competitive salary package with benefits including 5-day work week, group medical insurance, birthday/ staff anniversary/ marriage/ annual leave/ full-paid sick leave and other benefits to the right candidates.We are now looking for the experienced Data Scientist to join our dynamic team.As a Data Scientist, you will be responsible for:Developing data models for integration and analysisCollecting, cleaning, and preprocessing data for analysisInterpreting and communicate findings to non-technical stakeholdersCollaborating with cross-functional teams to drive data-driven decision-makingStaying updated on the latest trends and technologies in the field of data scienceYou are required to have:Bachelor's degree in Computer Science or related fieldAt least 3-5 years of experience applied data scientist in a business environmentProficiency in Python and SQL, etc.Experience in data processing and data modellingAble to write clean and maintainable codeStrong problem-solving skills and effective communicationInterested parties please send us your full resume with portfolio and expected salary.(Personal data collected would be used for recruitment purpose only)"
Data Analyst (1-year Contract),Peoplebank Hong Kong Limited,"Quarry Bay, Eastern District",Other (Information & Communication Technology),Contract/Temp,"Responsibilities:To identify, measure, review and revamp process and methodology for regulatory or MIS report compilationTo compile statutory and group reports in a correct and timely mannerTo conduct ad hoc studies or other projects in relation to but not limited to regulatory or MIS modification and developmentWork on the end-to-end flow of a broad range of analytics use cases to deliver real business valueRequirements:Hands on experience in Tableau, SQL, Python, ETL1 years' experience in building reports, and data analyticsA good team player with excellent communication skillsFluent in Cantonese and English, Mandarin is a plusFresh graduate will also be consideredInterested parties please share your resume by Apply Now."
(Generative AI) Business Analyst,Manpower Services (Hong Kong) Limited,"Wan Chai, Wan Chai District",Business/Systems Analysts (Information & Communication Technology),Full time,"Job ResponsibilitiesAnalyze business operations and identify areas for improvement through process analysis and optimization.Develop a deep understanding of the organization's standard compliance framework on cybersecurity and data governance.Collaborate with stakeholders to understand business requirements and develop solutions that meet those needs.Assist in writing business cases, project budgets, resource plans, justifications, and other common business operation documentation (e.g. SOPs, flowcharts, sequence diagrams).Develop requirement specifications for IT projects and ensure alignment with business objectives.Work closely with the project management team to ensure effective communication and coordination between stakeholders.Job Requirements5+ years of experience in IT, with a focus on business analysis or a related field. Experience working in a consulting firm is a plusStrong understanding of Generative AI and experience working on AI-related projectsis a plus.Excellent interpersonal skills, with the ability to work effectively with stakeholders at all levels.Proven track record of analyzing complex business operations and developing solutions that meet those needs.Experience working in a larger enterprise with standard compliance framework on cybersecurity and data governance.Strong analytical and problem-solving skills, with the ability to translate complex technical concepts into actionable business recommendations.Prompt engineering.Knowledge using or implementing RPA solution is a plus.Nice-to-HaveFamiliarity with CRM, ERP, and other business systems.Experience working with cloud- based technologies and infrastructure.Knowledge of digital transformation principles and practices.Interested parties please send your full resume with your current and expected salary by clicking  'Apply Now'"
"Data Scientist, Impact Measurement",Mother's Choice Limited,Hong Kong Island,"Mathematics, Statistics & Information Sciences (Science & Technology)",Full time,"Position DescriptionMothers Choice is seeking a Data guru to help transform how we measure and report on our impact.The position is responsible for working with our service and program teams to manage, and develop our Impact measurement tools, processes and reporting.In addition to maintaining our existing data collection methods and reporting processes, you will be working on enhancing our Impact Measurement function to drive better efficiency, improved visualization (utilizing Qlik) and accuracy of the data that we gather.You will be tasked with gathering our stakeholder requirements, gaining a deep understanding about the what data we collect, how we collect it and using this knowledge to generate reports and visualizations that represent this data.As the majority of the data that we collect is housed in Salesforce, our ideal candidate would also have experience with this platform.Key ResponsibilitiesWork with service and program teams to understand their business processes and methods of data collection and entry;Design and develop data-driven and robust dashboards and reports;Continue to liaise with our teams to collect and populate existing data collection sheets (until automated and improved collection methods replace these processes;Spot inconsistencies/ inaccuracies in reported data and able to investigate the source of the inaccuracy;Develop and maintain data mapping and report specification for our BI dashboards and reporting;Perform and support testing of new reporting and dashboards with our different teams;Support our teams with data collection, prepare monthly/quarterly statistical report & analysisTo work with staff to establish, and then periodically review, clearly defined and measurable outcomes for Children Services;Coordinate and at times lead meetings covering data analysis (e.g. KPI meetings);Respond to ad-hoc requests for data related to our services and programs;Monitoring and responding to post, phone and e-mail enquiries and other communications;Recruitment and coordination of volunteers who provide support such as data entry;Coordinate with vendors and volunteers supporting our Impact Measurement efforts;Assist with the support, maintenance and enhancement of our Salesforce platformRequirementsBachelor holder in Computer Science, engineering, statistics, mathematics with preferable minimum 2 years related working experience; Fresh graduate will also be consideredExperience in data analytics/ data visualization / data engineering solution, such as Qlik, PowerBI, TableauStrong excel proficiencyExperience writing SQL queriesExperience working in Salesforce will be an advantageExcellent communication skillsAnalytical and good attention to detailA continuous learner with a passion for adopting new technology and improving processesSelf-motivated and self-managingA self-starter, well organized and able to multi-task, work effectively under pressure and with tight deadlinesMust share the commitment of Mother’s Choice in upholding the safety and protection of children as paramount"
"Data Scientist (Business Analysis / AI Trading System),Urgent",Magic Compass Pty Limited,Wan Chai District,Business/Systems Analysts (Information & Communication Technology),Full time,"We are a technology company focused on the cutting edge of innovation and technology. We aim to provide customers with excellent products and services through advanced technology solutions. We seek an experienced technical development manager to lead our technical team to achieve breakthroughs.Responsibilities:Providing business analysis based on data analytics as well as data visualization tools; planning and implementing the company’s data strategy, covering Hong Kong, China and Asia Pacific bullion data used for Asia Pacific business;To review and clarify analytics issues of requests (including business definition / requirement, data translation) with bullion business and ensure the fulfillment of business needs and value;Research and test machine-learning and theoretical data models related to major financial and risk areas in key industries, supply chains, markets and geographies;Collect the information on AI and data analytics technology development and applications for industries, especially the bullion and jewelry industry, so as to work with team to identify the potential solutions for industries’ productivity improvement and innovation;Collaborate with stakeholders across the company to develop our AI vision, identify and prioritize AI use cases and implement solutions;Collaborate with internal stakeholders to understand business needs and deliver a spectrum of data services, including data analysis, visualization, prediction, generating insights, database design, data pipelining, etc;Anticipate needs and lead implementation of capabilities such as data modelling, algorithms, new technology & partners.Assist in development and enhancement of data management practices, data processing and analytic workflows, as well as data layer of operational systemsPerform other ad-hoc projects and task as assigned by the management.Requirements:High Diploma or above in Business Administration, Design, Technical, , Computer science, Engineering  or other related discipline;Minimum 5 years of business analysis experience in  IT industry is preferable;Knowledge of programming or scripting language such as SQL/ Python.Hands-on experience in implementing data solutions using programming (e.g. Python, R) together with software libraries (e.g. TensorFlow, pandas), as well as other computing tools for data analytic tasks (e.g. Tableau, Power BI)Strong communication skills, critical thinking, business acumen, project management and work organization skills. Able to demonstrate leadership success factors within IntactExcellent understanding and experience of statistical models and machine learningEssential to have strong understanding in database concepts & data modelling;Solid understanding of latest analytics technology and concepts, trends of platform & tools;Applicant with financial service and consultancy background will be a plus;Good command of both written and spoken English and Chinese, Mandarin is required.Immediate available is preferred.More experience will be considered as Senior Data Scientist."
Customer Data Analyst,Michael Page International (HK) Ltd,Central and Western District,Merchandisers (Retail & Consumer Products),Full time,"Large commercial firmData analyst, Python, Power BI, SQLClient DetailsOur client is a leading commercial firm with a history over 80 years in Hong Kong, partnering with famous brands in the globe.DescriptionResponsible for collecting, collating and analysing various types of business data to ensure the accuracy and completeness of data.Using data analysis tools and techniques, conduct in-depth mining and analysis of large amounts of data to extract valuable information and insights.Construct data analysis model and reporting system to provide data support and basis for company's decision making.Work closely with cross-functional teams to understand business needs and provide targeted data solutions.Write data analysis reports on a regular basis, clearly articulate data analysis results and recommendations.Continuously monitor and evaluate data indicators, identify anomalies and trends in data, provide timely feedback and make recommendations for improvement.ProfileBachelor in Business Administration, Information Management, Data Science or relevant disciplines2+ year's experience in customer data analyticsTechnically strong with SQL and PythonHands on with dashboard development using Power BIExperience with Azure SQL, able to perform segmentation, derive data into insights and present/ story tell to the businessExperience with CRM platform eg Salesforce.com/ D365 is a plusBasic concept on ML model is a plusStrong in stakeholder and vendor managementMature as a role model within the team for long term growthData-driven, proactive, hands-on and presentableB2C industry background is a plusGood command in Chinese and EnglishJob OfferOur client offers competitive remuneration package with comprehensive fringe benefits to the right candidates.To apply online please click the 'Apply' button below. For a confidential discussion about this role please contact Joe Cheng on+85228484747."
Data Programmer(Python/Java),Pandora Tech Hong Kong Limited,"Cyberport, Southern District",Developers/Programmers (Information & Communication Technology),Full time,"PandoraTech was established in 2022. The company focuses on providing the latest news, industry information, and data analysis services, covering tens of thousands of cryptocurrencies and thousands of trading platforms worldwide. By utilizing advanced data analysis techniques, Pandora Technology is committed to offering precise and timely market insights and trend analyses. It aims to promote the openness, fairness, and transparency of the blockchain industry, allowing more people to easily participate in this emerging field. The company continuously innovates and optimizes its services to meet the diverse needs of its users.Responsibilities:Develop and design web scraping systems.Work on data extraction and parsing across multiple platforms.Enhance existing data collection functionalities.Support related tasks.Requirements:Bachelor’s degree in a related field, strong computer and programming skills, with at least three years of experience.Skilled in web scraping principles, techniques, and regular expressions; proficient in browser-based data collection and extracting data from various formats.Proficient in Python.Experienced in developing distributed web scraping systems and familiar with front-end technologies like HTML and JavaScript.Expert in open-source frameworks such as Scrapy and Scrapy-Redis.Skilled in backend frameworks like Django and Flask.Familiar with anti-scraping and CAPTCHA breaking techniques is a plus.Experience with MongoDB, Kafka, Docker, and Elasticsearch is preferred.Proficient in databases like MySQL and MongoDB.Experience in the Web3 industry is a plus.BenefitsMedical InsuranceDiscretionary bonusTransportation AllowanceFlexible Working Hour"
Data Analyst,Meego Technology Limited,"Sheung Wan, Central and Western District",Business/Systems Analysts (Information & Communication Technology),Full time,"As aData Analystat MeeOpp, you are our expert in data discovery and connecting data with business processes and implications. You will use your strong data analytical skills to extract, organize and analyze data, and create interactive dashboards to visualize insights and trends to help guide business strategy and decision-making. The role requires a good grasp of data analytics abilities, statistical knowledge, and communication skills to present findings to stakeholders.Key Responsibilities:Write SQL queries to extract and transform data from databases and other sources to prepare it for analysis. This includes tasks like joining tables, aggregating data, filtering results, preparing reusable datasets and data governance.Build & maintain interactive dashboards and visualizations using business intelligence tools eg. Looker, Amplitude etc to provide insights into key metrics and KPIs.Perform ad-hoc analyses and create reports to answer business questions on the fly. Use SQL and data visualization tools to analyze results and highlight insights.Monitor and maintain key performance dashboards and reports, updating visualizations and analysis to incorporate new data on an ongoing basis.Document SQL scripts, analysis, and dashboard logic for re-use and knowledge sharing. Follow coding and documentation standards to ensure consistency.Work with the engineering team to co-own, maintain and optimize our data warehouseCollaborate with senior management and other departments to better inform themQualifications:5+ years of relevant experience is preferredStrong analytical and problem-solving skills - A data analyst needs to be able to analyze large datasets, identify issues, and make data-driven recommendations. They need critical thinking and quantitative skills.Proficiency with data analytics tools/programming - Data analysts must be skilled with eg. Excel, SQL, Python, R, Tableau, etc to gather, clean, analyze and visualize data.Statistical and mathematical skills - Having mathematical, statistical, and modeling skills allows a data analyst to apply the right techniques for different types of data analysis tasks. Knowledge of statistics is important.Communication and presentation abilities - Data analysts need to be able to clearly communicate data insights to stakeholders who may not have an analytics background. Strong writing and presentation skills are key.Domain knowledge/business acumen - Understanding the industry and business operations allows data analysts to better understand the context behind the data and produce more impactful insights and recommendations.Curiosity and passion for data - Successful data analysts have an inquisitive mindset and continuously ask questions of the data to discover new trends and insights. A passion for data and learning is important.Bonus Point:Experience in Machine Learning data ops or training ML models.Language requirements:Proficient in EnglishFluent in Mandarin Chinese or Cantonese is a plus"
Data Scientist (Optimization Stream),Cathay Pacific Airways Ltd,"Tung Chung, Islands District",Business/Systems Analysts (Information & Communication Technology),Full time,"Reports to:Data Science ManagerDepartment:Information Technology (IMT)This position is responsible to:Deliver actionable analytics and insights and extend it as an integral component of major business change and investment programmes, including in flight operations, services deliveries, customer & loyalty management as well as sales managementDrive a combination of mathematical rigor and innovative algorithm design to extract relevant insights from dataCollaborate with stakeholders to build and deliver data science solutions to facilitate business transformation, with measurable impact.Lead individual use cases to ensure business needs are met and value delivered.Key ResponsibilitiesWork with the business to help translate unstructured business questions into quantitative problems.Leverage advanced analytical techniques, such as machine learning, reinforcement learning, mathematical optimization, queuing theory and simulation modeling, to tackle complex business problemsCollaborate with cross-functional teams to define operational objectives, identify constraints, and develop data-driven decision support toolsWork with key stakeholders and partners to implement digital twin / optimization solutions.Develop and implement advanced optimization algorithms, predictive models, and decision support systems to enable data-driven decision-makingConduct sensitivity analysis and scenario planning to understand the impact of various factors on operational outcomes and identify optimal strategiesCommunicate findings, recommendations, and the business impact of operations research initiatives to executives, stakeholders, and cross-functional teamsPartner with IT in productionalizing machine learning and operation research models.Drive knowledge sharing and improvement in analytics skills within the data science community and across Digital Streams and relevant business units.RequirementsThe ideal candidate will be a strong advocate for adoption of data science and have a passion for experimentation of application of AI and uncovering business valueMaster degree (or equivalent education qualifications) in Computer Science, Econometrics, Mathematics, Operation Research, Statistics or related disciplines.Minimal 5 years’ work experience in data science, with minimal 2 years’ work experience in operation research areasAdvanced analytical skills, experience in recommending appropriate algorithm and methodology for problem-solving and decision making, leveraging both logic and creativity.Experience in AWS cloud stack is preferredExperience in agile software delivery / CI/CD is preferredExpert in statistical analysis tools and machine learning languages (Ideally Python, Spark) other big data tools (e.g. R, Hive, Hadoop), as well as query languages (e.g. SQL).Proficiency in data visualization tools, ideally QlikSense / TableauProficiency in open source / commercial optimization solver is preferredSound communication skills to work with business partners of different levels and background. Be able to articulate ideas verbally and in written forms.Application Deadline:19 Aug 2024Personal & Application InformationCathay Pacific is an Equal Opportunities Employer. Personal data provided by job applicants will be used strictly in accordance with our personal data policy and for recruitment purposes only. Candidates not notified within eight weeks may consider their application unsuccessful. All related information will be kept in our file for up to 24 months. A copy of our Personal Information Collection Statement will be provided upon request by contacting our Data Protection Officer.*Terms and Conditions ApplyFor any frontline recruitment related enquiries, please reach out to us by Whatsapp+852 2747 2298"
Data Analyst / Data Strategist,ST Partnership Limited,Central and Western District,Business/Systems Analysts (Information & Communication Technology),Full time,"We're currently looking for aData Analyst / Data Strategistfor multiple clients. The selected candidates will be tasked for the BI side Data Pipelines, dashboards for the large scale data sets (TB - PB scale) on Power BI for long term projects. This position plays a crucial role in developing the company’s data analytics capabilities, real-time data, etc,ResponsibiliesAssess and evaluate the performance of data products and use cases by leveraging data analytics and KPIs.Spearhead innovation by creating and refining business/analytical modesl, interpreting intricate data through a spectrum of techniques from basic aggregation to advanced statistical analysis.Utilize statiscal methods and techniques to unearth patterns, trends, correlations, and anomalies, extracting insighting findings.Create and sustain dashboards, reports, and visualizations.Collaborate with Data Engineers to enhance data collection, storage, and retrieval procedures.Requirements:Bachelor's degree in data science, statistics, mathematics, information science, or related field.Minimum of 3-5 years of experience as Data Analyst, Data Scientist, BI Analyst, or similar role.Proficiency in programming languages such as SQL, Python, R for data manipulation and analysis.Strong familiarity with Power BI or Tableau.Understanding of data visualization best practies for clear communication of business insights.Ability to work with extensive datasets through cleaning, preprocessing, and transformation techniques.Expertise in statistical analysis methods for descriptive and inferential statistics.Excellend communication skills to convey data findings to technical and non-technical audiences."
"Engineer, Network Performance Management (Fresh graduate are welcome)",SmarTone Telecommunications Limited,Kwun Tong District,Engineering - Network (Information & Communication Technology),Full time,"Responsibilities:Monitor operational key performance indicators (KPIs) to meet the company service quality standards.Identify performance deviations and collaborate with functional owners to address issues.Conduct in-depth root cause analysis on KPIs using analytical tools and techniques, identify opportunities for continuous improvement, and maintain proper records.Prepare regular reports and presentations on operational performance, highlighting key findings, trends, and improvement opportunities. Communicate findings with management and stakeholders.Enhance tools and methodologies to improve analytical effectiveness.Requirements:High Diploma or above in Electrical Engineering, Computer Science, Data engineering or equivalentAt least 1 year experience in IT/ Mobile Network/ Radio Frequency preferredHigh proficiency in MS Excel, Access, and PowerPoint plus excellent experience with Power BI and SQL.Knowledge of Microsoft Power Platform products (e.g., Power Automate) is an advantage.Good communication skills in both English and ChineseFresh graduate will also be consideredInterested parties please apply with full resume stating present and expected salary by clicking ""Apply Now"" or visiting our Website: www.smartone.com/tc/about_us/careers/ [link removed]SmarTone is an equal-opportunity employer. All data supplied will be kept in strict confidence and will be used for employment related purpose. We may transfer such data to any agent, contractor or third party who provides services to us with respect to matters relating to your application. Only short-listed candidates will be contacted.You are welcome to visit our website : www.smartone.com [link removed]"
Data & Analytics Engineer,Michael Page International (HK) Ltd,Islands District,Developers/Programmers (Information & Communication Technology),Full time,"You will be responsible for providing technical support for market specific solutions: work on projects to deliver technical developments and analytics i.e. support project scoping, requirement gathering, system analysis, design, development, and implementation plus sustain activities.In this role you will utilise global technology platforms (including Microsoft Power BI and related databases) to provide and enable innovative local applications and automations.Client DetailsWe are looking for an enthusiastic, service orientatedData & Analytics Engineerto support, maintain and build, market developed reports, dashboards and datasets. As part of the central Data & Analytics team, this exciting role will accelerate adoption of the best new technology through agile, expandable tools and platforms that anticipate future needs.DescriptionDesign, build and deploy agreed local data and analytics solutions that support and enable our market digital transformation prioritiesProvide technical expertise to data governance leads and business data specialists to aid data quality management through creation of pre-emptive alert dashboards and toolsSustain local data and analytics solutions and services; with active participation in regular systematic reviews to ensure their fitness for purpose and continued value to end usersEnsure smooth technical hand-offs to, and in close collaboration with, functional and category Business Analytics teams and experts.Provide pro-active leadership in the market Data & Analytics practitioner community to share best practice and help develop local skills in compliant methods of data extraction & modellingPerform and collaborate in project work to implement and/or provide advice on developments that support local market priorities i.e. project scoping, system analysis, design, development, localisation, documentation and implementation.Leverage and support migration to approved evolving global analytics and data modelling technologies (primarily Cloud based technologies such as Microsoft Azure and Snowflake)Contribute to Cloud environment set-up and design and maintenance of local Data ModelsMake a relevant contribution to data & analytics governance - including agreed Digital & Data support models and major IT incident managementRetain technical ownership of Analytics/Data Modelling and Reporting solutions related to the team including and ensuring any technical debt is mitigated and managedSupport and enhance agreed, approved and compliant market specific data architecture and reporting across NiM businesses and functionsProfileExperience of analytics platforms & reporting tools. Preferably Microsoft Power BI.Experience of programming languages - SQL, Python (preferred but not essential)Experience of Business AnalysisAwareness of database design and development. Preferably SQL, Azure SynapseAwareness of IT security practices relating to analyticsGood people and communication skillsExposure to managing and delivering to strict deadlineHas in-depth knowledge in Data Modelling discipline and basic knowledge of Data Architecture, Data Analysis and Data Science techniques.Solves complex problems and takes a new perspective on existing solutions.Experience of Agile implementation processesJob OfferWe offer competitive remuneration package and comprehensive fringe benefits including medical and life insurance, excellent learning & development opportunities and flexibility to the right candidate.To apply online please click the 'Apply' button below. For a confidential discussion about this role please contact Royce Chan on+852 3602 2491."
Data Analyst,HKT Enterprise Solutions,"Quarry Bay, Eastern District",Business/Systems Analysts (Information & Communication Technology),Full time,"Your roleYou will work in the Marketing Data Analytic Team.  The major responsibility of this role is to provide high quality insight and facilitate decision making process on business side through data mining and analysis. Major responsibilities include but not limited to the following:Handle large sets of data to analysis the customer behavior and identify new market opportunities and retention strategiesPrepare regular management report & dashboards on business performance metricsAnalyze marketing trend and identify customer needs by building data-driven attribution modelsConduct market research projects to analyze competitors, determine brand perceptions evaluate market penetration; understand customer satisfactionProvide ROI analysis of all marketing campaigns and sales activities (maximize effectiveness)Perform UAT, data testing and monitor project execution to maintain data integrity of marketing data martSupport ad-hoc projects as assignedTo succeed this roleDegree holder in Marketing or Statistics related discipline3 years’ solid experience in data analytics, data mining and customer segmentation with strong programming skill in SQL and Python is preferredFamiliar in Datamart, BI Dashboard and visualization tool such as Qliksense and TableauWorking experience in telecommunication / mobile / Banking/ IT industry is preferredA marketing expert who possesses a core strength of strategic thinkingGood analytical skill and detail-orientedExcellent interpersonal and communication skills as well as good command of both written and spoken English and Cantonese"
Software Engineer,Ikas International (Asia) Limited,Central and Western District,Engineering - Software (Information & Communication Technology),Full time,"Responsibilities:Automate and streamline software development processesApply data science expertise to solve complex challengesWork closely with stakeholders across various business units and IT departmentsRequirements:Experience with Python, VBA, and ExcelFamiliarity with data science and analysis techniques.Experience in designing visualisation dashboards"
Data Engineer (IT),JFE Consulting Limited,Hong Kong,Developers/Programmers (Information & Communication Technology),Full time,"Responsibilities:Analyze and organize raw dataBuild data systems and pipelinesEvaluate business needs and objectivesInterpret trends and patternsConduct complex data analysis and report on resultsPrepare data for prescriptive and predictive modelingBuild algorithms and prototypesRequirements:Degree in Computer Science, IT, or similar field; a Master’s is a plusPrevious experience as a data engineer or in a similar roleExperienced in Google analytics/Tableau/visualization/web analytics toolsTechnical expertise with data models, data mining, and segmentation techniquesKnowledge of programming languages  (e.g. Java and Python)Hands-on experience with SQL database designGreat numerical and analytical skillsData engineering certification (e.g IBM Certified Data Engineer) is a plus"
Data Engineer (Python/ Spark),JFE Consulting Limited,"Airport Area, Islands District",Engineering - Software (Information & Communication Technology),Full time,"ResponsibilitiesDeveloping new applications using existing data sets to create new products or improve existing services.Maintaining existing applications by updating existing code or adding new features to meet new requirements.Collaborate closely with cross-functional teams, comprising data analysts, data scientists, and IT professionals, to recognize business needs and translate them into practical data engineering solutions.\Utilize data visualization tools,particularly Qlik Sense, to present complex data insights to clients, enabling them to base their decisions on accurate and reliable information.Employ analytics tools, such as Alteryx, to extract valuable insights from extensive datasets and deliver actionable recommendations to clients.Ensure the quality, integrity, and security of data throughout the entire data lifecycle, applying robust database concepts and data modelling expertise.RequirementsA bachelor’s degree in computer science, Information Technology, Mathematics, Statistics, or related fields.At least three years of hands-on experience in data engineering, preferably within a consulting environment.Profound understanding of database concepts and data modelling principles.Strong proficiency in programming languages, especiallyPython and SparkProficiency inanalytics & query tools e.g. Alteryx.Familiar with statistical analysis tools.Extensive experience with data visualization tools such as Qlik SenseExperience with cloud platforms such as AWS or Azure and proficient using AWS SagemakerExcellent communication and interpersonal skillsAbility to work independently and as part of a team.Experience with software development methodologies and tools.Fluent in Cantonese and English"
Data Scientist (IT),JFE Consulting Limited,Hong Kong,Developers/Programmers (Information & Communication Technology),Full time,"Our client, one of the leading Information Technology companies, is looking for high calibres to join their winning team:Responsibilities:Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions.Mine and analyze data from company databases to drive optimization and improvement of product development, marketing techniques and business strategies.Assess the effectiveness and accuracy of new data sources and data gathering techniques.Translate unstructured business questions into quantitative problemsProvide advanced analytics support and advise on appropriate analytical models based on available data, technology and platformAnticipate needs and lead implementation of capabilities such as data modelling, algorithms, new technology & partnersRequirements:Bachelor’s degree in Computer Science, Econometrics, Mathematics, Operation Research, Statistics or related disciplines.Minimum 3-5 years’ work experience in data science with proven track record of leveraging large amount of data to drive significant business impact.Experience working with and creating data architectures.Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks.Job Offer:Leading IT company, friendly cutlure and nice teamatesAttractive salary package5 days workCareer development opportunitiesStable working environment and working hoursMedical insurance, Dental insuranceDiscretionary bonus, double payOther attractive benefits"
